,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2009-05-21,28.33,22.45,37.7,38.75,120.07,44.93,38.5,26.39,17.67,42.53,23.62,38.49,129.84,28.61,26.9,44.3,11.51,25.78,12.47,75.96,19.52,34.32,20.31,50.48,13.24,25.5,94.84,55.38,23.04,23.13,27.93,42.78,31.82,33.6,11.22,29.74,18.95,20.14,16.28,21.96,17.3,5.1,10.12,75.41,46.02,67.39,37.46,27.67,49.27,31.77,10.48,6.33,6.2,14.87,61.02,32.02,47.87,17.04,37.35,20.45
2009-05-22,28.16,21.75,37.52,38.44,118.45,45.0,37.65,26.24,17.61,42.83,23.4,38.93,129.08,28.7,26.71,44.43,11.38,25.79,12.58,75.64,19.52,34.17,20.58,50.05,13.03,25.45,93.98,55.36,22.37,23.53,27.83,42.67,30.72,33.53,10.88,28.09,18.84,20.11,16.77,22.43,17.25,5.03,10.07,74.9,46.03,67.35,37.68,28.48,49.27,31.69,10.5,6.37,6.17,14.98,61.42,31.57,49.07,16.86,37.26,20.71
2009-05-26,28.57,22.84,38.47,39.53,126.45,44.74,38.73,26.75,18.14,44.02,24.09,39.91,134.47,28.99,27.78,45.1,11.64,26.58,12.63,78.39,20.78,34.43,20.54,51.69,13.45,26.1,96.87,56.4,23.61,23.99,28.15,43.46,31.34,34.08,10.79,28.09,19.37,20.94,17.22,22.78,17.46,5.16,10.41,77.36,46.68,68.86,37.94,28.92,49.78,32.0,10.78,6.64,6.3,15.28,62.29,33.52,50.58,17.41,38.01,21.26
2009-05-27,28.21,21.84,38.15,39.0,128.65,43.64,38.88,26.7,17.95,42.82,23.71,38.66,132.54,28.43,27.23,44.49,11.29,25.56,12.33,77.1,19.95,34.09,20.28,50.02,13.1,25.46,94.94,55.47,22.16,23.35,27.32,42.73,31.38,32.86,10.73,27.43,19.1,20.53,17.2,22.43,17.69,5.11,9.95,76.47,44.94,67.64,37.29,28.14,49.29,31.88,10.76,6.46,6.17,14.94,60.94,31.8,49.71,17.16,37.23,20.63
2009-05-28,28.94,22.58,38.57,39.67,130.6,44.52,40.04,26.54,18.24,43.18,24.09,39.62,136.94,28.64,27.3,44.7,11.46,25.73,12.35,77.65,20.39,33.78,20.4,50.48,13.0,26.05,96.57,56.53,22.8,23.54,27.93,43.52,30.97,33.15,11.11,27.59,19.56,19.97,17.46,22.74,18.34,5.32,10.02,79.07,45.65,69.12,37.66,28.93,50.46,32.21,11.11,6.48,6.15,15.09,61.77,33.63,49.97,17.43,37.54,20.46
2009-05-29,29.08,23.1,38.53,40.15,131.32,45.42,39.81,26.7,18.63,43.45,25.29,40.46,136.86,29.53,26.92,44.87,11.71,26.23,12.78,77.99,20.78,34.12,21.38,50.97,12.61,26.42,98.03,57.27,23.47,24.12,28.08,44.71,31.75,33.17,11.08,27.92,19.45,20.38,17.58,23.0,18.78,5.5,9.99,79.7,45.08,69.65,37.6,29.03,50.33,31.89,11.19,6.34,6.18,15.84,61.88,33.85,50.71,17.42,37.28,20.43
2009-06-01,30.39,24.16,39.6,42.7,134.74,46.36,39.93,27.1,19.08,44.79,26.52,41.01,136.63,31.08,28.14,45.63,12.04,27.34,12.41,83.05,21.96,34.4,21.32,52.92,12.75,27.44,99.96,59.45,23.4,25.33,28.84,46.12,33.62,33.15,11.02,27.43,19.94,21.26,18.45,23.47,19.15,5.86,10.28,81.26,46.31,70.09,38.13,29.77,52.46,33.42,11.78,6.5,6.36,16.58,64.03,33.13,51.45,18.36,38.02,20.87
2009-06-02,30.41,22.97,39.28,44.04,134.87,48.31,39.72,26.9,19.08,45.13,26.54,41.87,135.5,31.45,28.58,45.04,11.99,28.0,12.6,84.93,21.86,33.93,21.6,53.52,13.25,27.3,98.54,59.57,22.45,25.46,29.54,46.34,33.53,33.35,11.22,25.78,20.43,21.56,18.21,23.78,18.79,6.13,10.27,80.54,46.62,70.27,38.76,29.66,53.06,33.27,11.55,6.51,6.39,16.62,65.06,31.65,51.91,18.47,37.79,21.32
2009-06-03,28.95,22.75,38.68,43.3,136.29,47.74,37.95,26.36,19.38,44.87,25.58,41.04,134.57,31.72,28.27,45.9,11.73,27.37,12.52,85.68,21.47,33.85,21.35,53.11,13.0,26.44,98.23,58.64,22.21,24.48,28.85,44.56,32.82,32.38,11.03,24.29,19.93,21.44,18.17,23.61,15.45,5.91,10.04,78.5,46.71,69.33,38.52,29.48,51.83,33.08,11.24,6.31,6.24,16.3,64.32,31.18,52.43,18.23,37.24,20.9
2009-06-04,29.16,23.47,38.85,45.27,138.98,48.22,40.27,26.43,19.47,44.59,27.05,40.43,141.5,31.93,27.95,45.89,11.95,27.71,12.31,85.52,21.51,34.14,21.65,53.42,13.26,27.39,98.08,59.95,23.1,24.32,28.6,45.48,34.04,32.59,11.68,27.1,20.33,21.62,18.2,23.82,15.32,6.08,9.72,79.2,46.31,70.38,38.29,29.67,52.28,33.51,11.71,6.54,6.59,16.65,65.12,32.43,52.21,18.52,37.71,21.27
2009-06-05,28.55,23.19,39.89,47.13,139.88,48.28,42.3,26.17,19.74,44.38,26.54,39.45,141.06,31.74,27.86,46.07,11.77,27.83,12.2,87.56,21.81,33.65,21.51,54.4,12.93,26.9,98.92,59.59,22.75,22.88,28.45,44.99,34.44,33.51,11.67,28.25,21.01,21.27,17.83,23.46,15.29,6.08,9.83,79.36,46.16,71.77,38.06,29.6,53.47,34.67,11.69,6.36,6.47,16.64,65.11,31.7,51.89,18.71,37.87,21.08
2009-06-08,28.56,23.84,39.66,47.29,139.09,47.64,43.04,26.39,19.66,44.7,26.95,39.71,140.44,31.73,28.29,45.83,11.78,27.55,12.04,86.36,21.84,33.96,21.48,54.17,13.15,26.86,99.15,59.77,23.37,22.21,29.01,44.72,34.53,33.97,11.87,27.43,21.52,21.61,17.92,23.42,15.31,6.1,9.84,79.41,46.12,71.5,38.71,29.68,53.48,34.81,11.88,6.53,6.46,16.19,65.29,32.47,50.9,18.71,38.12,20.97
2009-06-09,28.9,25.03,38.82,46.86,138.0,47.05,45.46,26.71,19.69,44.53,27.21,39.96,141.35,31.42,28.11,45.65,11.79,27.64,11.88,87.08,22.13,34.24,21.35,53.86,13.19,26.95,99.75,60.3,23.61,22.82,29.05,45.19,34.24,34.47,11.87,27.26,22.0,21.62,19.05,23.09,15.24,5.99,9.91,79.08,45.49,69.97,38.2,29.56,52.41,34.27,12.19,6.49,6.48,16.4,65.24,32.35,51.21,18.91,37.84,21.09
2009-06-10,29.03,24.81,39.35,46.82,135.61,46.94,46.37,26.66,20.11,44.45,27.0,39.24,138.86,31.5,28.01,45.16,11.64,27.36,11.82,86.59,21.63,33.77,21.06,53.97,13.09,26.65,99.94,60.32,22.92,22.68,28.73,45.19,33.68,34.18,11.79,26.44,21.86,21.66,18.99,22.77,15.27,5.92,9.66,78.6,45.2,69.07,37.8,29.48,52.23,34.23,12.52,6.52,6.43,16.32,65.89,31.96,50.58,18.79,37.5,21.27
2009-06-11,28.9,23.82,39.41,45.35,135.32,46.6,45.8,27.74,20.36,44.39,27.91,39.38,137.41,31.46,27.95,44.49,11.7,27.42,12.3,85.69,21.44,34.35,21.31,54.08,13.29,26.99,100.91,61.76,23.03,22.97,28.53,45.36,33.67,34.61,12.76,26.6,21.74,21.52,18.89,22.86,14.84,5.72,9.56,78.64,45.14,68.48,38.21,29.32,52.45,34.64,12.84,6.63,6.37,16.19,66.07,32.06,49.99,18.93,37.71,21.5
2009-06-12,28.15,23.38,39.1,46.05,132.44,47.2,45.89,28.96,20.8,44.65,27.27,38.72,137.87,31.96,28.18,44.96,11.74,27.29,12.41,84.08,21.36,35.77,21.45,54.45,13.15,27.7,99.81,62.43,23.45,22.88,28.6,44.38,33.78,34.52,13.5,26.6,21.6,21.44,18.84,22.85,14.79,5.84,9.93,78.4,45.61,68.93,38.73,28.86,52.86,35.13,12.95,6.69,6.35,16.4,65.83,32.23,50.58,18.75,38.14,21.0
2009-06-15,27.34,23.45,38.84,44.33,131.59,46.52,44.22,28.25,20.89,43.55,25.9,37.54,135.38,31.32,27.54,43.71,11.43,26.24,11.88,83.18,20.43,34.86,21.11,52.94,12.66,26.24,99.27,61.06,22.74,21.85,28.25,42.46,32.34,33.21,13.12,25.28,21.1,21.18,19.15,22.25,14.53,5.67,9.99,76.24,44.55,68.35,37.78,28.0,51.38,34.5,12.45,6.25,6.28,16.4,64.97,31.19,50.08,18.23,37.37,20.63
2009-06-16,27.45,22.95,38.71,43.71,131.84,46.04,44.43,28.57,20.91,43.07,25.55,37.06,136.47,30.71,27.46,43.52,11.11,25.96,11.91,82.15,19.82,34.89,20.98,52.14,12.39,26.51,98.99,60.03,22.46,21.35,28.29,42.13,31.84,33.06,12.53,24.45,20.72,20.6,18.79,21.85,14.48,5.42,9.73,75.3,43.49,68.14,37.79,27.37,50.83,34.27,12.35,6.16,6.32,15.96,63.91,30.74,49.47,17.97,36.67,20.58
2009-06-17,26.98,22.26,39.1,43.46,131.09,46.6,43.19,28.88,21.12,43.16,25.24,37.44,132.28,31.13,27.74,43.8,10.65,26.39,12.26,82.65,19.89,35.7,21.03,52.7,12.7,27.3,98.7,59.13,21.25,21.01,29.08,42.01,31.16,32.99,12.1,23.13,21.16,21.0,19.4,21.91,14.47,5.46,9.8,76.3,43.41,68.34,38.45,27.59,50.97,34.81,12.34,6.17,6.28,15.6,63.73,30.03,49.73,18.08,36.88,20.57
2009-06-18,27.16,22.4,39.62,43.83,131.38,47.93,44.72,28.81,20.96,43.47,25.81,37.31,135.46,31.7,28.67,43.91,10.49,25.98,12.55,81.6,19.57,35.68,21.74,52.94,12.71,27.65,98.08,58.78,21.81,21.32,29.26,41.96,30.51,32.36,12.69,24.29,21.04,20.73,19.33,22.77,14.63,5.43,9.73,75.85,44.41,69.53,39.31,27.23,51.49,34.94,12.2,6.2,6.27,15.34,63.74,31.35,50.41,17.88,37.08,20.63
2009-06-19,27.26,22.9,39.77,43.36,134.86,47.42,45.16,28.92,21.46,42.91,26.33,37.4,135.5,31.6,28.4,43.45,10.6,26.23,12.62,82.96,19.7,35.76,21.41,53.0,12.71,28.03,97.67,58.47,22.26,21.16,29.94,42.1,30.13,33.61,13.01,25.28,20.89,20.88,19.63,22.38,14.43,5.47,9.79,76.18,43.95,68.75,39.2,27.26,51.96,35.68,12.86,6.45,6.13,15.8,63.4,32.11,50.42,17.82,36.88,20.82
2009-06-22,25.65,21.59,39.15,41.98,132.82,47.05,43.5,28.27,20.76,43.24,24.5,36.38,129.7,31.59,26.79,43.83,10.09,25.32,12.44,79.15,18.75,35.09,21.05,51.3,12.48,27.25,96.41,56.49,20.72,20.42,29.34,40.52,28.97,32.58,11.75,22.97,20.12,20.64,19.0,22.24,13.64,5.14,9.36,74.25,43.88,67.86,39.23,26.29,50.82,35.11,12.56,6.13,5.84,14.71,61.42,30.16,49.58,17.34,36.51,20.53
2009-06-23,26.17,21.74,38.62,39.27,129.58,46.63,44.23,28.83,20.81,43.29,24.24,36.95,133.66,31.5,26.8,43.61,10.16,25.81,12.39,77.68,18.62,36.0,20.97,50.93,12.63,27.65,96.34,56.66,21.08,20.67,29.13,41.27,29.55,32.72,12.03,23.3,20.39,20.32,18.68,22.58,13.9,5.29,9.34,74.73,43.88,67.75,39.39,26.77,49.53,34.76,12.56,6.26,5.82,14.68,61.52,30.8,49.2,17.49,35.43,20.8
2009-06-24,26.46,21.31,38.16,36.99,131.71,46.67,45.93,28.62,20.93,43.84,24.3,37.26,135.04,31.43,27.11,43.76,10.25,25.9,12.38,79.27,19.0,35.3,20.84,51.31,12.67,26.55,96.07,56.46,21.32,21.04,29.28,41.24,29.9,33.69,12.15,23.46,20.59,20.14,19.01,22.67,13.46,5.38,9.47,75.64,43.88,66.23,39.71,26.9,48.24,34.63,12.85,6.25,5.9,15.45,61.08,30.7,48.8,17.52,35.14,20.71
2009-06-25,26.49,22.71,38.94,38.07,135.23,47.49,47.03,28.14,21.22,44.67,25.84,37.37,136.73,31.99,27.11,44.34,10.39,26.51,12.89,82.2,19.66,35.09,20.99,52.58,13.15,25.19,97.83,57.44,21.9,21.43,29.4,41.56,30.88,34.39,12.15,24.12,21.12,20.93,19.35,22.87,14.01,5.43,9.97,77.24,44.86,67.57,40.28,27.71,49.38,35.47,13.2,6.43,6.05,15.53,62.35,31.32,49.8,17.92,36.31,20.99
2009-06-26,26.41,22.08,38.4,37.49,137.73,48.12,45.2,28.36,20.82,44.33,25.45,37.07,138.91,32.13,26.93,43.87,10.29,26.3,12.78,83.88,19.48,35.25,21.12,52.9,13.03,23.35,97.48,56.65,21.97,21.5,29.55,41.7,30.94,33.9,12.55,24.12,20.72,20.96,19.44,22.77,13.84,5.36,9.9,75.91,44.92,67.44,40.2,27.51,49.06,34.99,13.23,6.54,6.07,15.74,61.61,31.61,49.41,17.81,35.98,21.02
2009-06-29,26.78,22.31,39.18,38.18,137.27,48.24,46.26,28.1,21.28,45.07,25.66,37.9,141.39,32.12,27.01,43.98,10.3,26.58,12.83,83.03,19.8,35.1,21.19,53.52,13.15,24.58,97.62,57.45,22.57,22.04,30.28,42.55,31.1,33.43,12.98,21.97,21.04,21.2,19.3,22.79,13.96,5.53,10.14,75.07,45.33,68.33,40.52,27.58,50.42,36.27,13.41,6.33,6.06,15.9,62.98,31.74,49.6,17.88,36.51,20.98
2009-06-30,26.68,21.76,38.34,38.05,137.72,48.35,43.6,27.99,21.2,44.4,25.05,37.51,139.58,31.67,26.57,43.7,10.27,25.86,12.62,83.66,19.71,34.78,21.05,53.65,13.25,24.59,96.32,56.91,22.33,21.71,30.04,42.06,29.58,32.53,12.99,19.17,20.92,20.98,19.3,22.57,14.18,5.8,10.19,75.11,44.35,67.17,40.49,27.37,49.33,35.96,13.28,6.14,5.93,15.66,62.38,31.29,49.83,17.56,35.76,20.63
2009-07-01,26.68,21.54,38.74,37.8,138.1,49.72,42.52,28.55,21.44,45.55,25.44,37.68,139.46,32.3,26.51,43.63,10.32,25.98,12.53,81.6,18.92,35.21,21.58,54.22,13.26,25.3,96.71,57.14,22.22,21.86,29.92,42.7,29.72,32.55,12.84,14.94,21.05,21.05,19.57,23.7,14.63,5.65,10.28,74.88,45.13,67.16,41.34,27.51,49.58,35.99,12.95,6.29,6.05,15.41,62.96,31.03,50.46,17.7,36.08,21.21
2009-07-02,25.99,20.85,37.38,36.55,135.39,49.57,39.69,27.61,20.84,44.82,23.73,36.77,135.84,32.27,25.94,43.11,10.04,25.19,12.18,79.32,18.21,34.21,21.44,53.78,12.72,24.76,93.84,55.34,21.24,20.99,29.28,40.72,28.42,31.28,12.44,15.08,20.11,20.25,19.3,23.12,13.9,5.63,9.7,73.68,44.36,66.23,40.71,26.3,47.75,35.21,12.55,6.1,5.86,14.99,61.11,29.65,49.8,17.42,34.79,20.51
2009-07-06,25.9,22.03,37.65,36.31,134.02,50.26,37.3,27.84,20.69,45.1,23.37,36.35,138.65,33.3,26.67,43.05,10.06,25.27,12.25,78.1,17.75,34.52,21.5,54.16,12.8,25.25,93.76,55.1,21.26,21.46,29.45,40.39,28.38,32.31,11.96,13.37,20.13,20.32,19.39,23.55,13.98,5.5,9.62,75.19,45.28,67.04,41.57,26.91,48.03,35.1,12.98,6.24,5.75,14.91,60.76,29.95,50.26,17.45,35.08,20.86
2009-07-07,25.37,21.19,36.57,34.95,130.92,49.26,38.3,27.22,20.09,44.76,22.32,35.34,134.94,32.74,26.08,43.15,9.65,24.34,12.27,75.63,17.55,33.76,21.34,52.45,12.24,24.59,92.42,53.86,21.47,20.37,28.91,39.3,27.12,31.55,11.96,11.36,19.45,19.89,18.82,22.94,13.32,5.29,9.25,74.04,45.06,64.96,41.5,26.18,46.36,34.27,12.58,6.11,5.54,14.44,59.39,30.15,49.23,17.18,33.84,20.52
2009-07-08,25.02,21.28,36.65,35.4,132.68,48.25,38.21,27.61,20.12,44.49,22.23,36.36,131.16,32.84,26.89,43.63,9.38,24.4,12.29,77.36,17.23,33.98,21.28,52.68,12.43,24.54,92.87,53.93,21.08,20.49,29.36,39.27,27.38,31.7,11.65,10.82,19.52,20.12,18.51,22.89,13.28,5.12,9.25,73.25,45.69,65.3,41.56,25.34,46.23,34.62,12.53,5.98,5.56,14.38,59.12,30.05,49.44,17.07,34.14,20.52
2009-07-09,25.57,21.35,36.73,35.18,131.85,48.1,39.44,28.37,20.01,44.15,22.45,37.51,135.57,32.71,26.55,43.37,9.52,24.45,12.02,78.1,17.61,34.15,21.37,52.75,12.33,24.59,94.16,54.19,21.42,20.76,29.27,39.71,27.44,31.73,11.78,7.83,19.93,20.14,18.52,22.98,13.3,5.38,9.35,73.24,45.49,65.2,41.15,25.22,45.9,34.7,12.72,5.93,5.54,14.55,58.86,30.89,49.21,17.11,33.94,20.63
2009-07-10,25.2,21.74,37.09,35.49,133.94,48.13,39.37,27.87,19.97,43.99,22.58,37.34,134.3,31.89,26.06,42.91,9.44,23.85,11.94,77.63,17.48,33.44,21.19,53.37,12.21,24.09,93.01,52.74,21.05,20.85,29.12,38.93,27.33,31.64,11.69,9.7,19.89,20.0,18.53,23.23,13.07,5.47,9.28,73.35,45.33,64.89,41.07,25.28,45.94,34.65,12.79,5.78,5.59,14.93,58.11,29.71,49.45,17.27,33.87,20.42
2009-07-13,25.77,22.96,37.87,36.2,137.63,48.97,40.0,28.6,20.72,45.0,22.85,38.3,141.47,32.61,26.5,43.14,10.04,24.08,12.41,81.47,18.43,33.94,21.52,54.0,12.45,24.63,95.58,53.64,22.82,21.4,29.86,40.28,28.47,32.2,12.78,12.04,20.29,20.52,18.89,23.94,13.61,5.44,9.36,74.17,45.99,66.63,41.66,26.17,46.56,34.7,12.59,5.93,5.79,15.01,58.62,31.89,49.64,17.49,34.65,20.7
2009-07-14,25.73,22.91,38.44,36.17,137.56,49.34,39.75,28.86,20.61,44.95,22.71,37.83,141.68,32.84,26.57,43.42,10.2,24.77,12.53,81.95,18.83,33.89,21.62,54.12,12.48,24.64,95.24,54.12,22.46,21.65,29.56,40.07,28.59,32.56,12.7,11.83,20.66,21.03,19.12,24.05,13.76,5.58,9.41,75.03,46.47,67.62,41.52,26.29,47.29,34.55,11.58,5.99,5.9,15.18,59.09,31.88,49.8,17.64,35.4,20.78
2009-07-15,26.42,25.49,38.69,37.02,142.02,50.39,40.83,28.93,21.51,45.7,23.39,39.4,146.98,32.73,27.1,43.79,10.72,25.23,12.63,84.55,19.47,34.92,22.17,55.34,12.98,25.4,98.9,55.47,23.28,22.86,29.92,41.58,30.3,33.04,13.2,11.75,21.36,21.38,19.84,24.52,14.27,5.79,9.81,75.19,47.43,67.67,41.68,26.69,48.21,36.12,11.92,5.84,6.1,15.71,61.07,33.32,49.47,18.65,36.02,21.66
2009-07-16,26.88,26.48,39.54,37.64,142.64,50.37,40.99,29.21,21.79,46.05,24.0,39.78,148.47,32.93,26.56,43.76,10.86,24.79,12.67,86.11,18.26,35.81,22.28,56.59,13.04,25.86,102.06,55.74,23.05,23.25,30.22,42.21,30.96,33.41,12.96,10.53,22.09,21.67,20.24,24.7,14.45,5.86,9.83,75.05,47.92,68.7,41.73,26.74,48.76,36.91,12.33,5.79,6.26,16.19,61.09,33.2,49.6,18.95,36.87,22.06
2009-07-17,26.89,26.25,39.05,37.02,146.73,49.84,40.21,28.8,21.66,46.13,24.33,40.01,148.47,32.92,26.95,43.74,10.21,24.34,12.58,85.85,17.85,36.14,22.08,56.16,13.03,25.9,106.46,55.94,23.01,23.36,30.86,42.41,30.81,33.13,12.68,11.17,21.72,21.91,20.85,24.43,14.63,5.87,9.81,74.88,48.54,67.54,41.02,26.64,47.7,37.2,12.26,5.74,6.13,16.84,61.14,33.89,50.13,19.31,36.74,22.06
2009-07-20,27.4,27.05,39.23,37.78,147.85,49.33,41.13,29.95,21.88,46.43,24.86,40.41,151.49,32.88,27.17,44.04,10.22,24.63,12.83,88.23,18.27,37.02,22.39,56.99,13.35,26.51,107.41,56.39,23.49,24.0,31.04,43.35,33.23,33.63,12.04,11.12,22.8,22.02,21.4,24.59,14.95,5.92,9.97,75.69,48.22,68.39,41.37,27.0,48.51,37.61,12.52,5.82,6.41,17.01,61.51,33.98,50.51,19.92,37.25,22.18
2009-07-21,27.6,27.51,39.0,38.51,146.5,49.61,41.97,30.21,22.14,45.98,24.33,40.99,151.28,33.04,27.08,44.07,10.05,24.64,13.2,89.01,17.77,37.46,22.09,57.31,13.17,26.73,107.96,56.91,23.33,23.99,31.03,43.84,35.77,33.92,11.99,11.0,22.42,21.72,20.91,24.57,15.05,5.93,9.91,77.09,48.16,62.57,41.36,27.3,48.58,37.75,12.92,5.96,6.34,16.75,62.88,33.94,50.82,20.33,36.88,22.5
2009-07-22,27.38,26.93,39.1,37.6,151.55,49.17,40.65,30.0,22.12,46.12,24.7,41.41,151.9,33.08,26.93,44.35,10.19,24.7,13.35,88.79,17.96,37.54,21.55,57.73,13.03,27.15,106.6,56.64,22.5,24.12,31.27,43.61,35.05,33.64,12.03,10.84,22.25,21.99,21.12,24.87,14.88,6.1,9.81,76.98,48.01,63.5,41.46,27.7,48.09,37.96,12.87,5.99,6.41,17.37,62.45,33.84,50.98,20.2,36.89,22.51
2009-07-23,27.91,27.58,39.76,37.55,152.6,49.7,40.99,30.45,22.79,48.95,27.99,42.08,156.63,33.59,26.88,43.98,10.47,25.28,13.58,93.87,19.02,37.72,21.58,61.98,13.34,27.35,107.98,58.32,22.33,25.54,31.64,44.44,37.4,34.04,12.49,10.46,23.16,22.45,21.59,25.27,15.38,6.67,9.95,78.8,48.26,62.76,41.85,28.31,47.83,38.74,13.03,5.96,7.08,17.36,63.9,35.05,48.62,20.62,36.21,22.65
2009-07-24,28.52,27.63,39.44,37.93,154.7,49.62,41.11,30.32,20.91,49.13,28.94,42.1,155.93,33.83,27.49,44.15,10.54,25.38,13.86,86.49,18.97,37.8,21.66,61.97,13.35,27.6,108.51,58.78,21.6,25.45,32.48,44.47,38.08,35.14,12.31,10.29,22.91,22.48,21.83,25.05,15.37,6.48,10.05,79.61,48.85,61.7,41.66,28.35,46.74,38.82,13.06,5.85,7.23,17.48,64.5,34.84,48.61,20.6,34.36,22.57
2009-07-27,28.71,26.58,39.61,37.81,154.8,49.56,41.1,30.62,20.61,49.58,30.31,42.14,155.13,33.83,27.45,44.17,10.79,24.78,13.98,84.24,18.87,37.62,21.73,62.4,13.71,27.4,108.5,59.14,22.29,25.72,32.16,44.65,38.86,35.53,12.88,10.74,22.92,22.34,21.76,25.17,15.76,6.95,10.08,79.44,48.8,62.09,41.6,28.93,46.21,38.93,13.26,5.83,7.26,17.0,64.91,35.03,48.51,20.57,33.98,22.63
2009-07-28,28.49,25.92,40.24,38.72,154.71,49.24,39.55,30.65,20.93,49.82,30.36,41.54,151.98,33.95,27.34,44.13,10.97,24.55,13.48,84.98,18.81,37.7,21.67,62.38,13.71,27.88,108.18,58.71,22.57,25.5,32.19,43.71,38.89,36.05,13.13,11.03,22.43,22.55,21.92,25.36,15.38,6.83,10.09,79.9,48.74,62.52,41.58,28.71,47.86,39.06,13.51,5.81,7.53,17.22,64.15,34.99,48.95,20.65,34.32,22.62
2009-07-29,27.48,25.99,40.47,38.82,154.73,49.55,39.26,30.78,21.22,49.61,29.92,41.88,150.94,34.16,27.79,44.53,10.74,24.82,13.25,84.34,18.27,37.2,21.62,61.34,13.43,27.5,108.16,57.66,22.44,25.03,32.04,43.04,37.92,35.9,13.3,10.78,22.03,22.55,21.98,25.42,14.86,6.81,9.94,82.16,49.1,62.22,41.77,30.7,48.58,39.25,13.27,5.71,7.52,15.14,63.74,34.7,48.89,20.45,35.19,22.77
2009-07-30,27.69,26.44,41.21,38.71,157.4,49.79,39.27,30.81,21.23,49.43,30.87,43.13,153.76,32.35,28.02,45.08,11.49,27.28,13.41,86.09,19.15,38.04,21.79,62.4,13.83,27.39,108.72,58.16,22.89,26.1,31.73,43.53,39.35,36.33,13.75,10.85,22.27,22.95,21.99,25.45,15.15,7.07,10.81,83.9,49.2,62.17,41.44,32.28,49.09,39.74,13.13,5.84,7.62,14.6,63.1,35.35,48.18,20.7,35.57,23.02
2009-07-31,28.02,26.53,40.8,38.41,157.98,49.92,39.54,30.7,20.97,49.5,31.52,44.1,154.59,32.63,28.06,44.99,11.74,27.96,13.4,85.76,19.24,38.9,21.87,62.95,13.68,27.21,108.78,59.68,22.51,26.2,31.63,43.16,39.94,37.02,14.55,10.86,22.14,23.03,21.89,25.24,15.11,7.65,10.75,83.71,48.57,62.26,41.3,32.13,49.33,40.29,12.94,6.2,7.5,14.32,62.81,35.51,47.72,20.73,34.9,23.21
2009-08-03,28.85,26.83,41.57,39.2,160.92,49.44,40.79,31.28,21.25,49.35,32.63,44.76,155.35,32.49,28.1,44.96,12.02,28.62,13.49,87.44,19.7,39.1,21.76,64.39,13.93,28.14,110.62,60.48,23.74,27.03,32.12,43.29,40.9,36.8,15.07,11.24,22.64,23.37,22.19,25.12,15.65,7.97,11.19,86.7,48.65,63.09,40.82,32.72,49.87,40.36,13.16,6.46,7.51,14.34,63.04,36.38,47.78,21.25,36.08,23.44
2009-08-04,28.76,26.89,41.39,39.53,160.07,51.95,41.63,31.23,21.2,50.09,33.67,45.1,156.36,32.52,27.46,44.97,12.11,28.0,13.52,85.8,20.72,38.77,21.72,64.3,14.18,28.43,110.32,60.48,24.43,27.23,32.1,43.15,43.42,36.31,15.39,11.17,23.32,23.34,22.39,25.24,15.73,7.94,11.0,86.18,48.52,62.86,40.49,32.2,50.31,40.4,13.25,6.33,7.65,14.51,62.99,36.95,47.68,21.13,36.6,23.26
2009-08-05,28.59,28.43,40.9,39.79,159.65,51.36,42.71,31.25,21.23,49.57,33.55,44.73,159.65,32.25,27.35,44.38,12.26,28.06,13.48,84.29,20.59,38.9,21.57,64.12,13.86,27.8,109.28,59.95,25.84,27.18,32.48,42.94,42.28,35.83,16.39,18.17,22.78,23.38,22.19,25.24,15.81,8.07,11.04,83.73,47.17,61.9,40.24,31.92,50.1,40.25,13.19,6.34,7.79,14.67,62.49,38.39,47.75,20.88,36.55,22.97
2009-08-06,28.29,29.32,40.46,41.14,158.49,50.87,43.59,30.6,20.92,48.96,32.76,44.33,157.86,32.2,27.59,44.18,12.54,28.28,13.41,84.47,20.06,38.5,21.67,64.63,13.85,27.62,108.78,59.49,25.79,27.5,32.23,42.78,42.74,35.57,16.43,18.61,22.7,23.57,22.12,25.26,15.7,7.72,11.01,85.55,45.02,63.05,40.47,32.62,50.26,39.27,12.73,6.29,7.69,14.74,62.22,37.44,47.53,21.01,36.78,23.86
2009-08-07,28.26,30.61,40.97,42.2,160.03,50.79,44.96,31.13,21.01,48.74,34.81,44.23,154.92,31.99,27.76,44.46,12.88,28.34,13.56,85.32,22.58,38.18,21.65,65.07,13.77,27.55,110.58,59.7,26.52,27.81,32.56,42.13,43.32,35.63,16.16,22.42,23.54,24.21,21.94,25.57,15.55,7.66,11.31,84.84,45.52,63.93,40.13,32.52,51.24,40.51,12.77,6.29,7.74,14.62,61.99,38.92,47.85,20.9,37.7,23.77
